Term,NoEmp,CreateJob,RetainedJob,FranchiseCode,DisbursementGross,RealEstate,Portion,Recession,Default,bad_flag,RevLineCr,var,estimate,__levelN,_b0,linpred,rc,pd_hat
48,6,1,7,0,177255,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
120,99,15,0,0,406000,0,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
137,27,0,0,0,240000,0,0.75,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,4,0,0,0,250000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,12,0,0,0,210000,1,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
120,25,0,25,0,600000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,0,1,0,60000,0,0.8,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,10,0,10,0,13551,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,6,0,6,0,279000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
66,2,10,10,0,153800,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
36,1,0,1,0,9500,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
128,40,0,0,0,150000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,6,0,6,0,200000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
143,95,15,95,0,500000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,42,15,0,0,455000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
4,15,0,0,0,80000,0,0.8,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
96,26,0,0,0,90000,0,0.8,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
65,20,0,0,0,100000,0,0.8,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
48,3,0,3,0,71942,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,2,4,6,0,20000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
36,2,0,2,0,80000,0,0.8,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,1,1,0,14000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,12,4,8,0,261000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
84,4,4,4,0,183000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
48,7,0,7,0,178611,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
180,50,0,0,0,250000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,50,0,0,0,250000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,6,0,6,0,105092,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,1,1,2,0,53530,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
1,100,0,0,0,600000,0,0.8,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
36,35,10,0,0,223395,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
120,7,7,0,0,450000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,4,3,7,0,175191,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
120,4,0,0,0,125000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,28,2,28,0,515000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,1,1,2,0,5000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
180,2,0,0,0,100000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
37,8,0,0,0,140000,0,0.75,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,6,2,4,0,611000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
40,20,0,0,1,140000,0,0.85,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
10,47,0,0,0,250000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
182,3,0,0,0,46000,0,0.8,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
48,2,2,4,0,39695,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,15,0,15,0,50000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,15,15,0,0,311000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
87,2,4,2,0,55000,0,0.5,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,14,4,10,0,154000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
60,15,2,0,0,40000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
300,10,0,10,1,1000000,1,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
240,40,0,0,0,90000,1,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
195,10,10,10,0,132000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,2,1,3,0,20000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,12,10,2,0,30000,0,0.8,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
12,38,0,0,0,50000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
243,22,10,12,0,239000,1,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
84,18,0,18,0,24851,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
67,25,0,25,0,750000,0,0.75,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
53,6,1,6,0,50200,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,1,0,1,0,25000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,30,0,30,0,575000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,10,0,10,0,188000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
24,3,0,0,0,50000,0,0.85,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,9,0,0,0,140000,0,0.85,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,1,1,2,0,26700,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,204,0,0,0,550000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,6,0,0,1,150000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
300,1,0,1,0,1000000,1,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
84,9,0,9,0,74400,0,0.5,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
63,5,0,0,1,107000,0,0.85,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,1,0,0,0,41600,1,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
24,3,0,0,1,15000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,25,0,25,0,276000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
36,9,0,0,0,10000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,23,0,0,0,150000,0,0.8,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
48,22,0,0,0,124837,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
54,2,25,2,0,80000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,12,0,0,0,58000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,45,0,0,0,209600,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,48,0,0,0,258500,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
90,3,0,0,0,109000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
180,47,0,0,0,400000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,4,0,0,0,71000,1,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
120,1,0,0,0,80000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,2,0,0,0,10000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,0,4,0,0,153088,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
36,7,0,0,0,16000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
21,10,0,0,0,20000,0,0.85,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,8,0,0,0,100000,1,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
60,10,0,10,0,10000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,12,0,0,1,100000,0,0.85,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,44,19,0,0,667000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
60,120,0,0,0,450000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
156,5,0,0,0,287700,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,2,0,0,0,155000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,6,0,6,1,17623,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,42,0,0,0,37500,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
177,40,0,0,0,365000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
12,4,0,0,0,80000,0,0.9,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
240,10,10,0,0,1300000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
48,3,3,3,0,50000,0,0.8,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,6,0,6,0,220000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,1,2,2,0,27964,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,20,10,20,0,150000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,1,1,0,1,722000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
35,4,1,5,0,25000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,43,4,43,0,150000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,4,1,4,0,30000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
36,10,0,10,0,30000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,6,0,0,0,71000,0,0.85,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,11,0,0,0,100000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,6,0,6,0,358900,0,0.75,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,6,0,6,0,25000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,2,3,5,0,71300,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,22,2,20,0,25000,0,0.5,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,4,0,0,0,45000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
59,2,2,2,0,100000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,1,0,0,0,200000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
96,4,0,0,0,315000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
180,4,0,0,0,105000,0,0.825,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,1,1,1,0,25000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
96,6,0,0,0,264000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
10,5,5,10,0,50000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,10,0,0,0,400000,1,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
120,4,0,0,0,58860,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,2,0,2,0,23332,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
84,7,0,0,0,53300,0,0.85,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
222,9,0,0,0,108000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
5,5,0,5,0,30000,0,0.85,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
37,1,9,10,0,75000,0,0.85,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
276,2,0,2,0,308000,1,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
60,14,3,14,0,25000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
228,12,4,12,0,424000,0,0.75,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,2,0,0,1,55650,0,0.8500089847,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
63,42,0,0,0,150000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,5,0,0,0,60000,0,0.85,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
140,15,0,0,1,115000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
41,3,0,0,0,150000,0,0.85,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
24,4,0,4,0,15500,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
72,9,0,0,0,134400,0,0.85,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,3,1,3,0,10000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
240,25,12,0,0,475000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
240,2,0,0,0,395000,1,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
120,5,0,0,1,97000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,5,0,0,0,100000,1,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
84,7,0,0,0,60000,0,0.85,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
1,9,0,0,0,130000,0,0.85,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
132,20,0,20,0,335000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
113,145,5,145,0,450000,0,0.556,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,2,0,0,0,180000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,3,1,4,0,10000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
114,5,5,0,0,200000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,12,0,12,0,32100,0,0.5,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,5,0,0,0,32400,0,0.85,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
53,1,1,1,0,133000,0,0.85,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,22,0,0,0,300000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
110,5,0,0,0,150000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,10,2,10,0,543000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
60,1,0,0,0,90000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
64,230,0,0,0,1500000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,3,0,0,0,50000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
166,1,0,0,0,33000,0,0.9,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
36,5,0,0,0,30000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
41,3,2,3,0,112499,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
85,10,0,0,0,105000,0,0.85,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
12,7,0,0,0,150000,0,0.85,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
60,7,0,7,0,25900,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
144,6,0,0,0,50000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
36,7,5,12,0,50000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
12,40,0,0,0,100000,0,0.9,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
120,4,0,0,0,78000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
108,4,0,0,0,45000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
4,20,10,20,0,217959,0,0.5,0,1,1,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,1,0,0,1,34742,0,0.8,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,36,6,30,0,165000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
60,4,0,4,0,60000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
180,7,0,0,0,80000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
94,12,0,0,0,250000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,5,0,0,0,900000,1,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
60,1,1,1,0,58597,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
60,2,0,2,0,50000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
180,6,0,0,0,331000,0,0.844,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,2,3,2,0,25000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
69,3,0,0,0,250000,0,0.85,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
71,70,0,0,0,350000,0,0.835,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
63,8,4,12,0,90000,0,0.5,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
108,2,7,13,0,80000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
10,55,0,0,0,150000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
153,15,0,15,0,335000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
63,4,0,0,0,283000,0,0.75,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,2,0,0,0,57000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
285,7,0,0,0,260000,1,0.85,0,1,1,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
84,10,0,0,0,150000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
180,121,0,121,0,1400000,0,0.71428,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
4,10,0,0,0,30000,0,0.85,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
180,92,0,92,0,1775000,0,0.5633797183,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
146,1,5,1,0,56500,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
48,2,0,2,0,10000,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
120,8,0,0,0,90000,0,0.9,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
84,7,10,27,1,47600,0,0.5,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
120,70,0,0,1,950000,0,0.75,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
300,9,0,0,0,435000,1,0.8,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
36,3,0,3,0,25000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
48,2,2,4,0,39749,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
240,15,15,0,0,443000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
84,17,0,0,0,800000,0,0.75,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
36,1,0,1,0,5800,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
71,3,0,0,0,300000,0,0.84,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
67,35,0,0,0,1272500,0,0.75,0,1,1,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,50,50,0,0,1000000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
240,120,120,0,1,864000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
84,10,5,10,0,40000,0,0.5,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,20,20,0,0,189000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
240,40,45,5,0,1000000,1,1,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
84,3,0,0,0,81000,0,0.85,1,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
180,30,0,0,0,190800,0,0.8,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
36,8,2,10,0,12000,0,0.5,0,0,0,0,REALESTATE,-4.6780,0,7.532308,3.3324745483,160038,0.9655262308
240,6,0,0,0,275000,1,0.81,0,0,0,0,REALESTATE,-4.6780,0,7.532308,8.0104327565,160038,0.9996681292
8,4,0,4,0,74990,0,0.5,0,0,0,1,REALESTATE,-4.6780,0,7.532308,2.8543497918,160038,0.945543094
